(Internal) id;(Source) id;Title;Authors;Publication type;Abstract;Abstract Screening Phase;Full-text screening phase;Reason of exclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445111;pi456;Origins and basic principles of Wundt's V�lkerpsychologie;Danziger K;Journal Article;The origins of Wundt's conceptions are traced to some early notions of J. G. Herder and, more immediately, to the project of a V�lkerpsychologie developed by M. Lazarus and H. Steinthal (1860). Wundt criticized the Herbartian basis of the latter and proceeded to work out an alternative conception of psychology in its social aspects. The basis of this conception is provided by his analysis of human action and the theory of gestural communication to which this led. Cultural products are seen as presupposing a collective subject and as acting back on the psychology of the individual. It is suggested that although Wundt's conceptions have serious limitations, some aspects of his thought about the relationship of individual and culture provide perspectives that are of continuing interest. (31 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445342;pi457;Zur Frage der mimischen Bejahung und Verneinung;Sugar N ;Journal Article;Psychoanalytic authors have associated vertical head movements with affirmation either because of their relation to chewing or, through displacement, to the coitus. The fact that in some areas the reverse gestures prevail (horizontal head movements for affirmation, vertical ones for negation) suggests a parallel to Freud's concept of reverse words: in many languages the meaning as well as the sound of words have become the opposite of the originals. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Included;Excluded;Full-text not available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445742;pi458;Osnovnye lingvisti_eskie elementy;Meshchaninov I I ;Journal Article;Since the moment when speech entered into the developmental history of mankind it has been a means of social intercourse. The primitive scream, as a part of gestural language, already held a social function at the dawn of human society. This diffuse, inarticulate scream became divided later into tones, the oral and nasal being evolved first, then tongue and teeth sounds, etc. The whole diversity of the phenomena of the history of speech may be traced back to four original fundamental elements (sal, ber, yon, rosh) which naturally have been augmented by their intermixture. Semantics is based from the beginning on the process of speech construction. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Not in english;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445359;pi459;A preface to social psychology;Bentley M;Journal Article;"The tasks of social psychology are many and diverse; but they all rest finally upon social interaction�upon the fact that individuals tend to believe and to think, to feel and to resolve, to speak and to act, to labor and to create, in mutual dependence. This social dependence is exemplified in innumerable ways by the daily intercourse of men. Communication through speech and gesture, every kind of human congregation, imitative performances, the works of art, the organization of the state, and all acts or attitudes of persuasion, acquiescence, and command reveal the social origin or the social tempering of mental function. It is plain that this fundamental dependence of mind upon mind bears many aspects; and it is to the diversity of these aspects that we may confidently look for the explanation of the variety and multiplicity of tasks and problems which social psychology has undertaken. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445770;pi460;Sympathetic imitation;Upham T C;Book Chapter;"We endeavoured, in its proper place, to illustrate the natural origin and the prevalence of the propensity to imitation. In connexion with the general truth of the existence of such a propensity, it is proper to observe here that there is a subordinate and peculiar form of imitation, which is deserving of a separate notice, and particularly so on account of its practical results. We speak now of what has been appropriately termed Sympathetic Imitation. It is implied, in all cases of Sympathetic Imitation, that there is more than one person concerned in them; and it exists, in general, in the highest degree, when the number of persons is considerable. Some one or more of these individuals is strongly agitated by some internal emotion, desire, or passion; and this inward agitation is expressed by the countenance, gestures, or other external signs. There is also a communication of such agitation of the mind to others; they experience similar emotions, desires, and passions. And these new exercises of soul are expressed on the part of the sympathetic person by similar outward signs. In a single word, when we are under the influence of this form of imitation, we both act and feel as others. And this happens, not only in consequence of what we witness in them, and apparently for no other reason, but it happens naturally; that is to say, in virtue of an implanted or natural principle. The view which we are inclined to take of this principle is, that, although we may properly speak of it, on account of its close resemblance, as a modification of the more ordinary form of Imitativeness, yet, on the whole, it is so far distinct and specific in its character as to entitle it to be regarded as a separate part of our sensitive nature. The sections of this chapter address the following topics: Familiar instances of sympathetic imitation; Instances of sympathetic imitation at the poor-house of Haerlem; and Other instances of this species of imitation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445506;pi461;Unidad del proceso comunicativo;Secall de Fermentino M V ;Journal Article;"Describes the evolutionary stages of the communicative process. Beginning with the intentionality of communication in the neonatal period, until a more elaborated verbal communication develops, the author describes each successive stage and shows its interdependence. Attention is directed toward the importance of affective communication in this evolutionary process. For methodological purposes, the stages are classified as (1) reflex expressions, which later evolve into a more purposeful communication; (2) self-initiated communication, which shows some control over the environment; (3) communication mediated by gestures and intonation; (4) appearance of a group of referents, characterized by its indetermination and polyreference; (5) manifestation of prewords and first words, a functional reality for a child; and (6) acquisition of more complex syntactic constructions, which first develop as a combination of words and gestures (verbal motor) and end as structures of 3 or 4 unities. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Not in english;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445464;pi463;The origin of language;Paget R A S ;Journal Article;A gesture theory is proposed to account for the fact (1) that many simple sounds bear closely related meanings in nearly all languages and (2) when a single sound is found to bear many different meanings (in the same language), these various meanings are found, in many instances, to be related. 'Thus, the sound (or word) ku is the result of a sudden release of a tongue-to-throat closure, formed far back in the mouth, and a projection of the rounded lips�so as to form an elongated tube through which the voice flows. According to the gesture theory, this mouth gesture would be related to an originating hand-gesture from which the mouth-gesture was derived by unconscious sympathy of movement between man's hands and his mouth.' In archaic Chinese 37 words and in Bohemian 51 words beginning with the ku sound were studied. This comparison and other evidence tend to support the hypothesis. (PsycINFO Database Record (c) 2018 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445109;pi464;Communications by gestures in South and North Italians;Ricci B P E;Journal Article;Studied the effect of place of origin on gestures of 16 male university students, 8 from the North and 8 from the South of Italy. Each S was interviewed 4 times for 3 min on 4 different topics, twice by a male interviewer and twice by a female interviewer. The judges timed the amount of gesticulating by Ss and counted the total number of gestures, the number of adaptors, and the number of illustrators made by Ss during the central 2 min of the interview which was video-recorded. Results support the hypothesis that Southern Italians spend more time gesticulating and make a higher number of gestures (total number of gestures, number of illustrators, and adaptors). (Italian abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved);Included;Excluded;Full-text not available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445371;pi465;Origins and evolution of language and speech;"Harnad S R; Steklis H D; Lancaster J";Journal Article;Presents a comprehensive report of conference research and discussion papers on the origin of language and speech. Sections of interest to psychologists are those on perceptual and cognitive substrates, artificial intelligence, behavioral parallels and continuities, gestural origin theories, competency of apes, perception and production of speech, neural parallels and continuities, and language and the human brain. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445256;wos001;Voice, gesture and working memory in the emergence of speech;Aboitiz F;Journal Article;Language and speech depend on a relatively well defined neural circuitry, located predominantly in the left hemisphere. In this article, I discuss the origin of the speech circuit in early humans, as an expansion of an auditory-vocal articulatory network that took place after the last common ancestor with the chimpanzee. I will attempt to converge this perspective with aspects of the Mirror System Hypothesis, particularly those related to the emergence of a meaningful grammar in human communication. Basically, the strengthening of auditory-vocal connectivity via the arcuate fasciculus and related tracts generated an expansion of working memory capacity for vocalizations, that was key for learning complex utterances. This process was concomitant with the development of a robust interface with visual working memory, both in the dorsal and ventral streams of auditory and visual processing. This enabled the bidirectional translation of sequential codes into hierarchical visual representations, through the development of a multimodal interface between both systems.;Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445683;wos002;The Phonological Loop: A Key Innovation in Human Evolution;"Aboitiz F; Aboitiz S; Garcia R R";Journal Article;The phonological loop-here referred to as a specialized auditory-vocal sensorimotor circuit connecting posterior temporal areas with the inferior parietal lobe (Brodmann's areas 40 and 39) and the ventrolateral prefrontal cortex (Broca's region, Brodmann's areas 44 and 45)-is proposed to have been a fundamental element associated with the origin of vocal language in human evolution. This circuit derives from auditory prefrontal networks that preexist in the nonhuman primate but that acquired an unprecedented development in the human brain. The phonological loop overlaps and possibly coevolved with a more ancient circuit involved in hand manipulation and gesture coding ( the parieto-frontal mirror neuron network) and is complementary to a 'ventral' auditory circuit connecting the anterior temporal region with anterior Broca's area (area 45) via the extreme capsule. The development of the phonological loop produced a significant increase in short-term memory capacity for voluntary vocalizations, which facilitated learning of complex utterances that allowed the establishment of stronger social bonds and facilitated the communication of increasingly complex messages, eventually entailing external meaning and generating a syntactically ordered language. Furthermore, this circuit served as a template for the generation of more elaborate networks supporting these new modes of communication. Finally, the increase in short-term memory capacities associated with the elaboration of such networks facilitated the generation and processing of recursive linguistic structures based on long-distance dependencies between linguistic elements and on syntactic movement of phrase constituents. Thus, the acquisition of a functional phonological circuit can be considered as a key innovation that made possible a series of subsequent changes in human evolution leading to the complex and recursion-based language of modern humans.;Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
